Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Recibidos,Mates,Faltes Comeses,Faltes Rebudes,Val,% Asist,% Tir Efec,% Tir Verdader,GScore,TLr%,Possesions Anotades,Possesions No Anotades,Floor Percentage,Punts per Tir,% Rebots,% Rebots Def,% Rebots Of,% Recuperacions,Tocs,Us,Versatilitat,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Ofensives,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC,Num
b'ALAN MONTIEL PEREZ',Fase 04,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.27,96.32,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
b'ALBERT TOMAS GIL',Fase 05,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,86.96,84.22,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
b'ALBERT TOMAS GIL',Fase 07,1.0,20.0,4.0,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.25,-2.0,0.0,2.0,6.0,25.0,0.5,0.0,0.0,0.0,0.0,8.0,24.01,0.0,-5.5,50.0,83.34,-33.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,2.0,8.0,0.25,18.0
b'ALEX MATENCIO UTIEL',Fase 01,2.0,16.0,12.0,2.0,2.5,0.8,2.0,4.5,0.44,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.71,0.76,8.1,14.29,4.8,3.0,61.54,1.43,0.0,0.0,0.0,0.0,8.95,30.61,0.0,3.25,160.0,86.84,73.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,4.0,7.0,0.57,14.0
b'ALEX MATENCIO UTIEL',Fase 02,2.0,26.5,19.0,3.5,4.5,0.78,3.5,7.5,0.47,1.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.73,0.71,11.6,6.25,7.9,5.3,59.85,1.46,0.0,0.0,0.0,0.0,15.47,31.89,0.0,4.0,152.0,98.58,53.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,7.0,12.0,0.58,14.0
b'ALEX MATENCIO UTIEL',Fase 03,2.0,25.0,6.5,1.0,2.5,0.4,1.5,9.5,0.16,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.27,0.27,-2.5,0.0,2.5,9.7,20.49,0.54,0.0,0.0,0.0,0.0,12.54,28.09,0.0,-7.5,54.17,85.78,-31.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,2.5,12.0,0.21,14.0
b'ALEX MATENCIO UTIEL',Fase 04,2.0,23.5,11.5,1.5,2.5,0.6,2.5,7.5,0.33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.53,0.55,5.1,5.0,4.4,6.0,42.31,1.05,0.0,0.0,0.0,0.0,11.15,28.54,0.0,-0.25,115.0,88.34,26.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4.0,10.0,0.4,14.0
b'ALEX MATENCIO UTIEL',Fase 05,2.0,32.5,14.5,2.0,3.0,0.67,2.5,9.0,0.28,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.48,0.51,6.9,12.5,6.18,7.82,44.14,0.96,0.0,0.0,0.0,0.0,16.89,25.11,0.0,-0.25,107.41,95.87,11.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4.5,12.0,0.38,14.0
b'ALEX MATENCIO UTIEL',Fase 06,2.0,26.0,13.0,2.0,4.0,0.5,3.0,9.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,5.1,0.0,5.0,8.0,38.46,1.0,0.0,0.0,0.0,0.0,13.0,31.82,0.0,-1.0,100.0,106.76,-6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,5.0,13.0,0.38,14.0
b'ALEX MATENCIO UTIEL',Fase 07,1.0,28.0,13.0,2.0,4.0,0.5,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.72,0.72,7.1,0.0,5.0,4.0,55.56,1.44,0.0,0.0,0.0,0.0,9.0,19.29,0.0,2.0,144.44,83.39,61.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,5.0,9.0,0.56,14.0
