Nom,Num,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,% Tir Ef,% Tir Ver,FqTL,%UsT3,Pt/TC,%PosAnot,Us,GScore
00,[b'IZAN ROMERO CALVO'],1 Mitjana,1.0,14.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.42,133.33,0.33,0.0,34.78,23.13,1.5
00,[b'IZAN ROMERO CALVO'],2 Derrota,1.0,14.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.42,133.33,0.33,0.0,34.78,23.13,1.5
00,[b'IZAN ROMERO CALVO'],3 Local,1.0,14.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.42,133.33,0.33,0.0,34.78,23.13,1.5
00,[b'IZAN ROMERO CALVO'],4 Banqueta,1.0,14.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.42,133.33,0.33,0.0,34.78,23.13,1.5
00,[b'IZAN ROMERO CALVO'],5 Dificil,1.0,14.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.42,133.33,0.33,0.0,34.78,23.13,1.5
00,[b'IZAN ROMERO CALVO'],7 Ultims 3,1.0,14.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.42,133.33,0.33,0.0,34.78,23.13,1.5
1,[b'POL LATORRE MINGUELL'],1 Mitjana,6.0,10.17,2.67,1.17,2.83,0.41,0.0,0.33,0.0,0.33,0.5,0.67,2.0,0.37,0.39,1.75,0.11,0.74,39.93,20.1,0.05
1,[b'POL LATORRE MINGUELL'],2 Derrota,6.0,10.17,2.67,1.17,2.83,0.41,0.0,0.33,0.0,0.33,0.5,0.67,2.0,0.37,0.39,1.75,0.11,0.74,39.93,20.1,0.05
1,[b'POL LATORRE MINGUELL'],3 Local,3.0,10.33,2.67,1.0,2.33,0.43,0.0,0.33,0.0,0.67,1.0,0.67,2.67,0.38,0.43,8.33,0.12,0.75,44.2,18.49,-0.0
1,[b'POL LATORRE MINGUELL'],3 Visitant,3.0,10.0,2.67,1.33,3.33,0.4,0.0,0.33,0.0,0.0,0.0,0.0,1.33,0.36,0.36,0.0,0.09,0.73,36.36,21.71,0.1
1,[b'POL LATORRE MINGUELL'],4 Banqueta,6.0,10.17,2.67,1.17,2.83,0.41,0.0,0.33,0.0,0.33,0.5,0.67,2.0,0.37,0.39,1.75,0.11,0.74,39.93,20.1,0.05
1,[b'POL LATORRE MINGUELL'],5 Dificil,2.0,9.0,3.0,1.0,1.5,0.67,0.0,0.5,0.0,1.0,1.5,0.67,2.0,0.5,0.56,25.0,0.25,1.0,58.97,19.25,1.0
1,[b'POL LATORRE MINGUELL'],5 Facil,4.0,10.75,2.5,1.25,3.5,0.36,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.33,0.33,0.0,0.07,0.67,33.33,20.3,-0.42
1,[b'POL LATORRE MINGUELL'],7 Ultims 3,3.0,12.67,4.33,2.0,3.33,0.6,0.0,0.67,0.0,0.33,0.33,1.0,3.0,0.5,0.52,2.78,0.17,1.0,51.61,19.3,1.13
