Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Recibidos,Mates,Faltes Comeses,Faltes Rebudes,Val,% Asist,% Tir Efec,% Tir Verdader,GScore,TLr%,Possesions Anotades,Possesions No Anotades,Floor Percentage,Punts per Tir,% Rebots,% Rebots Def,% Rebots Of,% Recuperacions,Tocs,Us,Versatilitat,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Ofensives,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC,Num
b'BIEL SALAT TASIAS',Fase 01,2.0,15.0,4.5,1.5,3.5,0.43,0.5,1.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.45,0.45,1.2,0.0,2.0,3.0,40.0,0.9,0.0,0.0,0.0,0.0,5.0,18.22,0.0,-1.25,90.0,95.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,5.0,0.4,8.0
b'GUILLEM PREZ LAYUNTA',Fase 01,2.0,24.5,12.0,4.5,9.5,0.47,0.5,1.5,0.33,1.5,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.48,0.5,4.7,6.82,5.84,6.16,48.67,0.95,0.0,0.0,0.0,0.0,12.99,27.0,0.0,-1.75,104.35,94.85,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,5.0,11.0,0.45,26.0
b'IAKI IBAEZ DE ELEJALDE MORALES',Fase 01,2.0,15.5,4.5,0.0,1.0,0.0,0.5,3.0,0.17,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.19,0.39,0.9,37.5,2.0,3.6,35.71,0.38,0.0,0.0,0.0,0.0,7.19,20.31,0.0,-2.25,81.82,95.02,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,4.0,0.12,23.0
b'JAN TERUEL FERRAN',Fase 01,2.0,17.0,6.5,0.5,4.0,0.12,1.0,4.5,0.22,2.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24,0.34,0.75,14.71,2.5,7.0,26.32,0.47,0.0,0.0,0.0,0.0,10.49,30.87,0.0,-3.75,68.42,95.28,-26.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.5,8.5,0.18,5.0
b'JORDI RODEIRO BOLIART',Fase 01,2.0,7.5,1.5,0.0,0.0,0.0,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.38,0.38,-0.5,0.0,0.5,1.5,25.0,0.75,0.0,0.0,0.0,0.0,2.0,14.58,0.0,-1.5,75.0,93.87,-18.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.0,0.25,20.0
b'MARC GISBERT JUAREZ',Fase 01,2.0,9.5,1.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.52,0.0,25.0,0.8,0.6,57.14,1.0,0.0,0.0,0.0,0.0,1.79,8.29,0.0,-1.0,150.0,94.25,55.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,4.0
b'MARC PREZ LAYUNTA',Fase 01,2.0,10.5,3.0,0.0,1.0,0.0,0.5,1.5,0.33,1.5,2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.44,0.85,30.0,1.25,2.05,37.88,0.6,0.0,0.0,0.0,0.0,4.09,17.6,0.0,-1.0,100.0,95.03,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,2.5,0.2,16.0
b'MARIO DE LA SEN MARTN',Fase 01,2.0,16.5,7.0,0.5,3.0,0.17,1.5,4.5,0.33,1.5,3.5,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.37,0.39,-0.05,10.0,2.94,5.96,33.07,0.73,0.0,0.0,0.0,0.0,10.29,29.95,0.0,-4.5,87.5,93.83,-6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,7.5,0.27,17.0
b'MIQUEL DE JOVER I BOIRA',Fase 01,2.0,28.0,12.0,4.0,5.0,0.8,0.0,1.5,0.0,4.0,7.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.62,0.63,6.45,30.77,6.29,3.02,67.59,1.23,0.0,0.0,0.0,0.0,12.08,18.7,0.0,0.25,133.33,94.83,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,4.0,6.5,0.62,7.0
b'ORIOL NIUBO TORRAS',Fase 01,2.0,12.0,3.0,0.0,0.0,0.0,0.0,1.5,0.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.41,0.15,100.0,1.68,1.82,48.0,0.0,0.0,0.0,0.0,0.0,5.49,16.85,0.0,-2.25,100.0,94.27,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,9.0
