Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Recibidos,Mates,Faltes Comeses,Faltes Rebudes,Val,% Asist,% Tir Efec,% Tir Verdader,GScore,TLr%,Possesions Anotades,Possesions No Anotades,Floor Percentage,Punts per Tir,% Rebots,% Rebots Def,% Rebots Of,% Recuperacions,Tocs,Us,Versatilitat,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Ofensives,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC,Num
b'ADRIA TORROJA CORBELLA',Fase 03,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.5,1.5,2.7,0.0,1.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,1.0,58.62,0.0,2.0,300.0,103.01,196.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,35.0
b'ALBERT SITJES LOZANO',Fase 01,5.0,18.0,4.2,0.8,2.4,0.33,0.4,1.0,0.4,1.4,3.2,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.41,0.44,0.78,8.24,2.08,2.61,44.34,0.82,0.0,0.0,0.0,0.0,6.07,15.21,0.0,-1.8,91.3,85.03,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.2,3.4,0.35,20.0
b'ALBERT SITJES LOZANO',Fase 02,5.0,17.4,4.4,1.2,2.6,0.46,0.6,1.8,0.33,0.2,0.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.48,0.46,1.08,0.91,1.94,2.78,41.1,0.95,0.0,0.0,0.0,0.0,5.11,15.38,0.0,-1.3,100.0,90.2,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.8,4.4,0.41,20.0
b'ALBERT SITJES LOZANO',Fase 03,5.0,15.8,3.4,1.2,2.4,0.5,0.0,1.2,0.0,1.0,1.6,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.33,0.39,0.32,5.56,1.75,2.49,41.27,0.67,0.0,0.0,0.0,0.0,4.99,15.26,0.0,-2.0,85.0,91.09,-6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.2,3.6,0.33,12.0
b'ALBERT SITJES LOZANO',Fase 04,3.0,18.0,5.33,1.33,3.33,0.4,0.33,0.67,0.5,1.67,3.33,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.46,0.49,1.73,13.89,2.67,2.67,50.0,0.92,0.0,0.0,0.0,0.0,6.97,16.19,0.0,-1.33,100.0,87.24,12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.67,4.0,0.42,15.0
b'ARMAK KARIMI GONZALEZ',Fase 01,5.0,19.8,6.4,2.6,4.2,0.62,0.0,0.0,0.0,1.2,1.6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.62,0.65,3.7,5.71,3.2,1.64,66.12,1.24,0.0,0.0,0.0,0.0,5.53,14.11,0.0,0.6,133.33,85.21,48.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.2,0.62,9.0
b'ARMAK KARIMI GONZALEZ',Fase 02,4.0,15.0,2.0,0.75,1.75,0.43,0.0,0.25,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.38,0.41,0.4,6.25,1.05,1.35,43.75,0.75,0.0,0.0,0.0,0.0,2.86,9.15,0.0,-0.88,88.89,91.65,-2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.75,2.0,0.38,9.0
b'ARMAK KARIMI GONZALEZ',Fase 03,5.0,19.2,3.4,1.6,4.2,0.38,0.0,0.0,0.0,0.2,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.38,0.33,-0.26,0.95,1.75,3.25,35.04,0.76,0.0,0.0,0.0,0.0,5.94,14.82,0.0,-2.6,70.83,91.48,-20.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.2,0.38,9.0
b'ARMAK KARIMI GONZALEZ',Fase 04,3.0,16.67,3.67,1.33,3.0,0.44,0.0,0.67,0.0,1.0,1.33,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.36,0.43,0.7,9.09,1.83,2.37,43.65,0.73,0.0,0.0,0.0,0.0,4.85,13.61,0.0,-1.67,91.67,87.17,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.33,3.67,0.36,9.0
b'GERARD FLORENSA PERDIGUERO',Fase 01,5.0,11.0,3.8,1.0,1.6,0.62,0.6,1.6,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.59,0.59,1.8,0.0,1.6,1.6,50.0,1.19,0.0,0.0,0.0,0.0,3.2,16.57,0.0,0.1,118.75,85.15,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6,3.2,0.5,23.0
