Nom,Num,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,% Tir Ef,% Tir Ver,FqTL,%UsT3,Pt/TC,%PosAnot,Us,GScore
1,[b'JAN OSUL VIDAL'],1 Mitjana,10.0,22.4,7.6,2.0,3.6,0.56,1.0,2.5,0.4,0.6,1.4,0.43,1.1,0.57,0.57,0.98,0.41,1.15,50.71,16.71,3.77
1,[b'JAN OSUL VIDAL'],2 Derrota,4.0,20.75,6.25,1.5,2.75,0.55,0.75,2.25,0.33,1.0,2.5,0.4,1.75,0.53,0.51,5.0,0.45,1.05,48.17,16.79,2.35
1,[b'JAN OSUL VIDAL'],2 Victoria,6.0,23.5,8.5,2.33,4.17,0.56,1.17,2.67,0.44,0.33,0.67,0.5,0.67,0.6,0.6,0.81,0.39,1.2,52.11,16.63,4.72
1,[b'JAN OSUL VIDAL'],3 Local,6.0,20.33,6.5,2.17,3.83,0.57,0.67,1.83,0.36,0.17,0.67,0.25,0.67,0.56,0.55,0.49,0.32,1.12,49.72,16.17,3.2
1,[b'JAN OSUL VIDAL'],3 Visitant,4.0,25.5,9.25,1.75,3.25,0.54,1.5,3.5,0.43,1.25,2.5,0.5,1.75,0.59,0.59,4.63,0.52,1.19,51.61,17.43,4.62
1,[b'JAN OSUL VIDAL'],4 Banqueta,10.0,22.4,7.6,2.0,3.6,0.56,1.0,2.5,0.4,0.6,1.4,0.43,1.1,0.57,0.57,0.98,0.41,1.15,50.71,16.71,3.77
1,[b'JAN OSUL VIDAL'],5 Dificil,7.0,21.86,7.29,1.71,2.86,0.6,1.0,2.43,0.41,0.86,2.0,0.43,1.29,0.61,0.59,2.32,0.46,1.22,53.45,15.91,3.7
1,[b'JAN OSUL VIDAL'],5 Facil,3.0,23.67,8.33,2.67,5.33,0.5,1.0,2.67,0.38,0.0,0.0,0.0,0.67,0.52,0.52,0.0,0.33,1.04,45.83,18.32,3.93
10,[b'CARLES JORD SANCHEZ'],1 Mitjana,10.0,16.7,5.2,1.4,2.4,0.58,0.6,2.8,0.21,0.6,1.3,0.46,1.6,0.44,0.45,1.15,0.54,0.88,41.42,19.26,1.44
10,[b'CARLES JORD SANCHEZ'],2 Derrota,4.0,15.75,4.75,1.5,2.25,0.67,0.25,2.75,0.09,1.0,2.0,0.5,1.5,0.38,0.4,5.0,0.55,0.75,40.52,21.33,0.95
