Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Recibidos,Mates,Faltes Comeses,Faltes Rebudes,Val,% Asist,% Tir Efec,% Tir Verdader,GScore,TLr%,Possesions Anotades,Possesions No Anotades,Floor Percentage,Punts per Tir,% Rebots,% Rebots Def,% Rebots Of,% Recuperacions,Tocs,Us,Versatilitat,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Ofensives,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC,Num
b'ALBERT CADAFALCH CASANOVAS',Fase 01,5.0,22.2,10.2,1.2,2.6,0.46,2.0,7.0,0.29,1.8,2.8,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.44,0.47,3.24,3.75,4.18,6.54,38.97,0.88,0.0,0.0,0.0,0.0,13.37,28.64,0.0,-2.2,98.08,98.61,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,3.2,9.6,0.33,11.0
b'ALBERT CADAFALCH CASANOVAS',Fase 02,5.0,30.0,6.4,1.0,2.4,0.42,1.2,6.8,0.18,0.8,1.4,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.3,0.33,-0.68,1.74,2.66,7.1,27.22,0.61,0.0,0.0,0.0,0.0,11.9,18.51,0.0,-5.1,66.67,107.73,-41.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,2.2,9.2,0.24,11.0
b'ALBERT CADAFALCH CASANOVAS',Fase 03,2.0,31.0,14.0,2.0,3.0,0.67,3.0,8.0,0.38,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.59,0.57,6.1,4.54,5.67,6.54,46.45,1.18,0.0,0.0,0.0,0.0,14.43,23.66,0.0,-0.25,116.67,111.16,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,5.0,11.0,0.45,11.0
b'ALBERT GERM DE TRAVY',Fase 01,5.0,31.2,16.0,2.2,3.4,0.65,3.0,7.4,0.41,2.6,2.8,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.62,0.66,9.56,4.81,6.31,5.61,52.97,1.24,0.0,0.0,0.0,0.0,14.57,22.64,0.0,2.7,135.59,99.08,36.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,5.2,10.8,0.48,8.0
b'ALBERT GERM DE TRAVY',Fase 02,5.0,32.8,15.8,3.0,4.4,0.68,3.0,6.8,0.44,0.8,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.67,0.68,9.32,1.43,6.38,5.22,55.03,1.34,0.0,0.0,0.0,0.0,13.13,20.08,0.0,2.9,138.6,108.0,30.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,6.0,11.2,0.54,8.0
b'ALBERT GERM DE TRAVY',Fase 03,1.0,36.0,30.0,5.0,7.0,0.71,4.0,8.0,0.5,8.0,9.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.73,0.79,21.9,53.33,12.56,6.04,67.5,1.47,0.0,0.0,0.0,0.0,25.8,27.87,0.0,9.5,166.67,114.07,52.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,9.0,15.0,0.6,8.0
b'CARLOS JIMENEZ OBIS',Fase 01,4.0,13.75,3.0,0.5,1.75,0.29,0.5,1.25,0.4,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.42,0.44,0.1,4.17,1.3,2.1,38.24,0.83,0.0,0.0,0.0,0.0,4.3,15.01,0.0,-1.75,92.31,100.41,-8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.0,3.0,0.33,21.0
b'CARLOS JIMENEZ OBIS',Fase 02,5.0,19.4,4.2,1.6,4.2,0.38,0.2,1.2,0.17,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.35,0.38,0.1,1.48,1.96,3.6,35.25,0.7,0.0,0.0,0.0,0.0,6.17,16.26,0.0,-2.7,77.78,107.52,-29.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.8,5.4,0.33,21.0
b'CARLOS JIMENEZ OBIS',Fase 03,2.0,18.0,4.0,1.5,3.5,0.43,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.38,0.45,0.2,12.5,1.9,2.5,43.18,0.75,0.0,0.0,0.0,0.0,5.14,14.68,0.0,-2.5,100.0,110.74,-10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.5,4.0,0.38,21.0
b'DAVID COROMINAS HINOJOSA',Fase 01,5.0,16.8,5.8,2.0,4.0,0.5,0.4,1.4,0.29,0.6,1.8,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.48,0.47,1.7,2.22,2.8,3.32,45.75,0.96,0.0,0.0,0.0,0.0,7.82,21.64,0.0,-1.5,96.67,98.67,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,2.4,5.4,0.44,7.0
