Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Recibidos,Mates,Faltes Comeses,Faltes Rebudes,Val,% Asist,% Tir Efec,% Tir Verdader,GScore,TLr%,Possesions Anotades,Possesions No Anotades,Floor Percentage,Punts per Tir,% Rebots,% Rebots Def,% Rebots Of,% Recuperacions,Tocs,Us,Versatilitat,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Ofensives,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC,Num
b'ARNAU ABELLO GIRVES',Fase 01,1.0,20.0,10.0,5.0,8.0,0.62,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.56,0.51,4.1,0.0,5.0,4.8,51.02,1.11,0.0,0.0,0.0,0.0,11.0,26.18,0.0,-1.0,111.11,64.5,46.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,5.0,9.0,0.56,15.0
b'EDUARD CESARI BURCH',Fase 01,1.0,19.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.33,0.39,0.1,33.33,1.6,2.2,42.11,0.67,0.0,0.0,0.0,0.0,5.0,10.82,0.0,-2.0,100.0,64.44,35.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,3.0,0.33,8.0
b'GUILLEM FIOL ROIG',Fase 01,1.0,11.0,2.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,0.2,0.0,1.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,9.64,0.0,-1.0,100.0,63.55,36.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,77.0
b'JOAN ROZAS GONZALEZ',Fase 01,1.0,30.0,3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.19,0.19,-3.4,0.0,1.0,7.0,12.5,0.38,0.0,0.0,0.0,0.0,8.0,14.13,0.0,-6.5,37.5,64.5,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,8.0,0.12,3.0
b'JOSE ANTONIO BERNUZ PUEYO',Fase 01,1.0,20.0,15.0,4.0,5.0,0.8,1.0,3.0,0.33,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69,0.77,11.0,50.0,6.6,3.0,68.75,1.38,0.0,0.0,0.0,0.0,12.0,25.86,0.0,4.5,166.67,65.08,101.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,5.0,8.0,0.62,9.0
b'JOSEP ARMENGOL ROYO',Fase 01,1.0,16.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.9,3.8,100.0,3.07,0.13,95.83,2.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,1.0,200.0,63.49,136.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,10.0
b'LUIS CARLOS FERNANDEZ BETANCOURT',Fase 01,1.0,14.0,8.0,3.0,5.0,0.6,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.68,5.3,40.0,3.8,2.0,65.52,1.2,0.0,0.0,0.0,0.0,7.0,22.26,0.0,1.5,160.0,64.83,95.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.6,30.0
b'MARCEL PARS VILASECA',Fase 01,1.0,24.0,8.0,1.0,2.0,0.5,2.0,11.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.31,0.31,-1.1,0.0,3.0,10.0,23.08,0.62,0.0,0.0,0.0,0.0,13.0,28.71,0.0,-6.5,61.54,64.21,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,3.0,13.0,0.23,1.0
b'ORIOL ROSELL ESPADALER',Fase 01,1.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.28,0.0,-4.0,83.12,65.65,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4.0,0.0,2.0
b'PAU PREZ GMEZ',Fase 01,1.0,16.0,5.0,0.0,2.0,0.0,1.0,7.0,0.14,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.25,-0.9,22.22,1.8,8.0,18.37,0.33,0.0,0.0,0.0,0.0,11.0,32.72,0.0,-5.0,55.56,65.65,-10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,9.0,0.11,24.0
